container_id,workload_mi,state_size_mb,ram_requirement_mb
0,33096.0,66.0,142.0
1,26992.0,56.0,252.0
2,149961.0,288.0,1456.0
3,259963.0,889.0,1014.0
4,47386.0,268.0,1539.0
5,77138.0,760.0,985.0
6,59211.0,214.0,1958.0
7,8913.0,71.0,228.0
8,9976.0,9.0,202.0
9,23497.0,16.0,238.0
10,15780.0,38.0,296.0
11,196822.0,1508.0,3285.0
12,37770.0,80.0,353.0
13,259530.0,1725.0,3395.0
14,150572.0,349.0,1082.0
15,11127.0,26.0,228.0
16,20690.0,28.0,476.0
17,37071.0,472.0,706.0
18,104964.0,940.0,2755.0
19,15285.0,43.0,493.0
20,16830.0,28.0,73.0
21,27212.0,65.0,135.0
22,36516.0,171.0,443.0
23,411950.0,1463.0,1252.0
24,64974.0,351.0,1371.0
25,225970.0,204.0,1322.0
26,26853.0,95.0,498.0
27,21941.0,28.0,131.0
28,12261.0,76.0,230.0
29,29414.0,107.0,355.0
30,197596.0,1960.0,2179.0
31,462440.0,1152.0,2050.0
32,30961.0,104.0,178.0
33,30740.0,156.0,117.0
34,26738.0,76.0,288.0
35,29874.0,119.0,492.0
36,10245.0,42.0,263.0
37,12627.0,116.0,474.0
38,142302.0,149.0,813.0
39,243459.0,881.0,1886.0
40,121485.0,588.0,1554.0
41,94039.0,4237.0,6861.0
42,214533.0,265.0,1010.0
43,24352.0,67.0,225.0
44,20210.0,81.0,138.0
45,150804.0,2313.0,2930.0
46,336333.0,546.0,1112.0
47,221306.0,1306.0,1980.0
48,63900.0,147.0,1434.0
49,25577.0,23.0,153.0
50,33684.0,148.0,490.0
51,75525.0,657.0,906.0
52,48630.0,118.0,1944.0
53,114247.0,3754.0,2349.0
54,57208.0,275.0,1324.0
55,225243.0,424.0,2910.0
56,148567.0,2743.0,6380.0
57,16148.0,78.0,403.0
58,155214.0,273.0,1188.0
59,6909.0,7.0,241.0
60,15257.0,21.0,158.0
61,57209.0,4797.0,7320.0
62,12489.0,64.0,176.0
63,29272.0,140.0,346.0
64,191638.0,4469.0,5818.0
65,18113.0,42.0,211.0
66,41504.0,166.0,350.0
67,48254.0,182.0,178.0
68,6753.0,127.0,235.0
69,75087.0,691.0,535.0
70,16731.0,104.0,377.0
71,33302.0,177.0,394.0
72,29092.0,57.0,156.0
73,66478.0,496.0,1119.0
74,16251.0,120.0,447.0
75,8681.0,70.0,235.0
76,9641.0,181.0,302.0
77,150411.0,916.0,1778.0
78,266371.0,484.0,2914.0
79,18056.0,65.0,162.0
80,32110.0,115.0,185.0
81,24164.0,80.0,73.0
82,147167.0,797.0,584.0
83,44947.0,77.0,147.0
84,247532.0,695.0,1202.0
85,113914.0,1890.0,4380.0
86,56127.0,459.0,850.0
87,36199.0,217.0,1719.0
88,197900.0,4014.0,4258.0
89,39972.0,116.0,270.0
90,76328.0,404.0,881.0
91,26090.0,21.0,148.0
92,243727.0,745.0,1475.0
93,162472.0,429.0,2737.0
94,274534.0,1703.0,3934.0
95,3215.0,93.0,280.0
96,17508.0,97.0,181.0
97,127698.0,436.0,2992.0
98,333726.0,1852.0,1136.0
99,144545.0,723.0,1183.0
100,9767.0,23.0,166.0
101,65233.0,286.0,1041.0
102,29614.0,71.0,184.0
103,23504.0,125.0,208.0
104,42014.0,190.0,390.0
105,172013.0,946.0,2732.0
106,2738.0,41.0,253.0
107,21953.0,152.0,257.0
108,42725.0,99.0,266.0
109,5615.0,24.0,377.0
110,29992.0,100.0,189.0
111,22331.0,77.0,144.0
112,14615.0,17.0,289.0
113,8402.0,69.0,205.0
114,11553.0,274.0,1214.0
115,28407.0,172.0,321.0
116,4475.0,80.0,197.0
117,163271.0,3481.0,6224.0
118,45642.0,127.0,492.0
119,31546.0,85.0,275.0
120,20671.0,108.0,413.0
121,128540.0,3791.0,6779.0
122,141925.0,444.0,887.0
123,13210.0,329.0,1021.0
124,29177.0,97.0,334.0
125,379067.0,770.0,3090.0
126,277293.0,579.0,2335.0
127,32087.0,53.0,429.0
128,17537.0,44.0,135.0
129,29049.0,78.0,458.0
130,27654.0,141.0,116.0
131,185852.0,750.0,2023.0
132,17459.0,163.0,399.0
133,7862.0,40.0,171.0
134,123595.0,472.0,1581.0
135,44035.0,277.0,1570.0
136,126752.0,3128.0,2643.0
137,78956.0,378.0,657.0
138,106593.0,1080.0,3932.0
139,63381.0,3141.0,3399.0
140,15271.0,39.0,212.0
141,8911.0,112.0,335.0
142,51057.0,304.0,1068.0
143,12166.0,66.0,193.0
144,44877.0,199.0,1901.0
145,4850.0,20.0,111.0
146,25823.0,13.0,251.0
147,72774.0,86.0,1287.0
148,58787.0,499.0,1845.0
149,29145.0,87.0,254.0
150,27084.0,147.0,428.0
151,30054.0,119.0,212.0
152,7237.0,36.0,156.0
153,38131.0,111.0,383.0
154,332495.0,732.0,2443.0
155,7332.0,74.0,154.0
156,132338.0,1807.0,6107.0
157,9130.0,70.0,240.0
158,52427.0,407.0,660.0
159,25257.0,97.0,81.0
160,79365.0,142.0,1069.0
161,38350.0,119.0,437.0
162,67956.0,388.0,1699.0
163,12392.0,165.0,366.0
164,139865.0,321.0,1382.0
165,41747.0,93.0,251.0
166,33085.0,113.0,275.0
167,15450.0,181.0,254.0
168,27381.0,64.0,79.0
169,233126.0,1596.0,3081.0
170,24233.0,64.0,183.0
171,135973.0,4991.0,6514.0
172,23800.0,19.0,101.0
173,39311.0,177.0,237.0
174,314593.0,1068.0,2371.0
175,13124.0,81.0,87.0
176,22223.0,73.0,210.0
177,30448.0,146.0,340.0
178,7085.0,91.0,196.0
179,39652.0,180.0,1422.0
180,104485.0,454.0,1417.0
181,71049.0,469.0,1348.0
182,24122.0,7.0,213.0
183,30933.0,125.0,270.0
184,68831.0,460.0,684.0
185,29576.0,85.0,81.0
186,153072.0,449.0,1455.0
187,12621.0,76.0,101.0
188,81019.0,467.0,1796.0
189,269974.0,938.0,1931.0
190,46330.0,122.0,113.0
191,16170.0,120.0,166.0
192,27616.0,39.0,195.0
