container_id,workload_mi,state_size_mb,ram_requirement_mb
0,10387.0,417.0,1560.0
1,40558.0,125.0,471.0
2,52746.0,704.0,1435.0
3,9293.0,80.0,368.0
4,22429.0,66.0,272.0
5,22232.0,195.0,440.0
6,17716.0,78.0,173.0
7,236346.0,289.0,1879.0
8,6414.0,131.0,226.0
9,27412.0,29.0,153.0
10,28400.0,62.0,224.0
11,33096.0,66.0,142.0
12,26992.0,56.0,252.0
13,149961.0,288.0,1456.0
14,259963.0,889.0,1014.0
15,47386.0,268.0,1539.0
16,77138.0,760.0,985.0
17,59211.0,214.0,1958.0
18,8913.0,71.0,228.0
19,9976.0,9.0,202.0
20,23497.0,16.0,238.0
21,15780.0,38.0,296.0
22,196822.0,1508.0,3285.0
23,37770.0,80.0,353.0
24,259530.0,1725.0,3395.0
25,150572.0,349.0,1082.0
26,11127.0,26.0,228.0
27,20690.0,28.0,476.0
28,37071.0,472.0,706.0
29,104964.0,940.0,2755.0
30,15285.0,43.0,493.0
31,16830.0,28.0,73.0
32,27212.0,65.0,135.0
33,36516.0,171.0,443.0
34,411950.0,1463.0,1252.0
35,64974.0,351.0,1371.0
36,225970.0,204.0,1322.0
37,26853.0,95.0,498.0
38,21941.0,28.0,131.0
39,12261.0,76.0,230.0
40,29414.0,107.0,355.0
41,197596.0,1960.0,2179.0
42,462440.0,1152.0,2050.0
43,30961.0,104.0,178.0
44,30740.0,156.0,117.0
45,26738.0,76.0,288.0
46,29874.0,119.0,492.0
47,10245.0,42.0,263.0
48,12627.0,116.0,474.0
49,142302.0,149.0,813.0
50,243459.0,881.0,1886.0
51,121485.0,588.0,1554.0
52,94039.0,4237.0,6861.0
53,214533.0,265.0,1010.0
54,24352.0,67.0,225.0
55,20210.0,81.0,138.0
56,150804.0,2313.0,2930.0
57,336333.0,546.0,1112.0
58,221306.0,1306.0,1980.0
59,63900.0,147.0,1434.0
60,25577.0,23.0,153.0
61,33684.0,148.0,490.0
62,75525.0,657.0,906.0
63,48630.0,118.0,1944.0
64,114247.0,3754.0,2349.0
65,57208.0,275.0,1324.0
66,225243.0,424.0,2910.0
67,148567.0,2743.0,6380.0
68,16148.0,78.0,403.0
69,155214.0,273.0,1188.0
70,6909.0,7.0,241.0
71,15257.0,21.0,158.0
72,57209.0,4797.0,7320.0
73,12489.0,64.0,176.0
